ticker,Date,Cash Per Share,BVPS,Earnings Yield,Debt To Equity,Dividend Yield,ROIC,ROE
AAPL,9/24/2022 0:00,2.978793181,3.124822127,0.040913478,2.36953347,0.006083955,0.586167804,1.969588728
AAPL,9/25/2021 0:00,3.750552653,3.777556584,0.038585824,1.976842606,0.005895872,0.502938197,1.500713267
AAPL,9/26/2020 0:00,5.241031369,3.765476712,0.02946729,1.72080993,0.007227342,0.319076688,0.878663585
AAPL,9/28/2019 0:00,5.443948397,4.898833522,0.054683224,1.19404783,0.013972644,0.27066817,0.610644505
AAPL,9/29/2018 0:00,3.344901912,5.405592753,0.053217927,1.068466686,0.012257886,0.261218069,0.555601183
AAPL,9/30/2017 0:00,3.554607971,6.423269229,0.060131976,0.862980895,0.015880234,0.185322673,0.360701843
AAPL,9/24/2016 0:00,3.06878128,5.86059311,0.0740931,0.678617377,0.019704318,0.207559013,0.356236696
AAPL,9/26/2015 0:00,1.807663649,5.186262226,0.080903074,0.540086297,0.017517332,0.285326347,0.447354531
AAPL,9/27/2014 0:00,1.030182537,4.582436951,0.064440748,0.316413709,0.018146488,0.26413448,0.354200472
AAPL,9/28/2013 0:00,1.564922637,4.768525301,0.082911675,0.13727347,0.023648755,0.257516251,0.299775797
AAPL,9/29/2012 0:00,1.11285986,4.51615792,0.066920311,0,0.003989594,0.349736363,0.353041198
AAPL,9/24/2011 0:00,1.00281214,2.960482895,0.069369908,0,0,0.334236056,0.338341056
AAPL,9/25/2010 0:00,1.006090421,1.876739551,0.052709453,0,0,0.290762844,0.293214204
AAPL,9/26/2009 0:00,0.938393041,1.11308196,0.035024168,0,0,0.196575747,0.204943949
AAPL,9/27/2008 0:00,0.992117507,0.851949007,0.042757814,0,0,0.209192848,0.229862102
AAPL,9/29/2007 0:00,0.635557689,0.600281056,0.026347108,0,0,0.21179798,0.24057253
AAPL,9/30/2006 0:00,0.427780352,0.422448965,0.030611339,0,0,0.173415044,0.19921875
AAPL,9/24/2005 0:00,0.36494493,0.329824337,0.031040048,0,0,0.162555098,0.178810608
AAPL,9/25/2004 0:00,0.262578187,0.243932445,0.019918105,0,0,0.046281379,0.054373522
AAPL,9/27/2003 0:00,0.226091807,0.209107687,0.009246632,0.071986739,0,0.01453117,0.016339095
AAPL,9/28/2002 0:00,0.218145435,0.205973151,0.012437857,0.077167277,0,0.028455507,0.015873016
AAPL,9/29/2001 0:00,0.224032578,0.202538678,-0.006902503,0.080867347,0,-0.057769467,-0.009438776
AAPL,9/30/2000 0:00,0.221558238,0.225959693,0.094046137,0.073046019,0,0.136541017,0.19138057
AAPL,9/25/1999 0:00,0.201202676,0.193593647,0.064649571,0.096649485,0,0.137902502,0.193621134
AAPL,9/25/1998 0:00,0.155604242,0.111087898,0.060422833,0.580998782,0,0.142183907,0.18818514
AAPL,9/26/1997 0:00,0.10333634,0.084992192,-0.493543393,0.813333333,0,-0.45367823,-1.105
AAPL,9/27/1996 0:00,0.125918156,0.148504049,-0.295563055,0.551506317,0.005070935,-0.237600833,-0.396501458
AAPL,9/29/1995 0:00,0.069079295,0.210503188,0.092505513,0.263357463,0.012654056,0.117405403,0.146156498
AAPL,9/30/1994 0:00,0.094587587,0.179218202,0.077547046,0.250355285,0.014143464,0.108662256,0.130146381
AAPL,9/30/1993 0:00,0.050697047,0.151881277,0.031099521,0.406237663,0.019966898,0.017642431,0.042735886
AAPL,9/30/1992 0:00,0.036344075,0.159444503,0.095959415,0.084346713,0.010348564,0.21060103,0.242479656
AAPL,9/30/1991 0:00,0.044918899,0.131366031,0.052121718,0.084111621,0.009505736,0.144788528,0.175355182
AAPL,9/30/1990 0:00,0.026629027,0.102820594,0.123935076,0.084738734,0.014040234,0.276751446,0.328241637
AAPL,9/30/1989 0:00,0.030514121,0.103433331,0.079550848,0.038231137,0.008813673,0.250828784,0.305579861
AAPL,9/30/1988 0:00,0.037488758,0.068932051,0.071214005,0.127466614,0,0.334482467,0.398943592
AAPL,9/30/1987 0:00,0.038508456,0.057002874,0.029380781,0,0,0.235366572,0.260011955
AAPL,9/30/1986 0:00,0.040088126,0.048290816,0.071643502,0,0,0.195873008,0.221870048
AAPL,9/30/1985 0:00,0.02458275,0.040156688,0.063491612,0,0,0.136463215,0.111171662
AMZN,12/31/2022 0:00,6.872705859,14.33339876,-0.003176862,0.959429757,0,-0.004552096,-0.018617804
AMZN,12/31/2021 0:00,9.491007905,13.66057312,0.019775056,0.841947268,0,0.108417008,0.241339651
AMZN,12/31/2020 0:00,8.4396,9.3404,0.013098838,0.903483791,0,0.087632076,0.228373517
AMZN,12/31/2019 0:00,5.568927126,6.281376518,0.012694546,1.018449887,0,0.073132922,0.186722527
AMZN,12/31/2018 0:00,4.235112936,4.471149897,0.013771099,0.539507222,0,0.165573304,0.231302671
AMZN,12/31/2017 0:00,3.227708333,2.886354167,0.005403089,0.892958966,0,0.049918263,0.109459021
AMZN,12/31/2016 0:00,2.740611814,2.0342827,0.006670636,0.398962925,0,0.098348942,0.122945294
AMZN,12/31/2015 0:00,2.120770878,1.432976445,0.001888223,0.61528691,0,0.040709478,0.044530783
AMZN,12/31/2014 0:00,1.884848485,1.162445887,-0.001680828,0.769481426,0,0.023455846,-0.022437389
AMZN,12/31/2013 0:00,1.361816193,1.066301969,0.001503454,0.327416376,0,0.039263705,0.028114098
AMZN,12/31/2012 0:00,1.263576159,0.90419426,-0.000343177,0.376464844,0,0.011990273,-0.004760742
AMZN,12/31/2011 0:00,1.056953642,0.856181015,0.008047002,0.182415882,0,0.064700452,0.081345881
AMZN,12/31/2010 0:00,0.980089485,0.767785235,0.014317673,0.093385781,0,0.143290801,0.167832168
AMZN,12/31/2009 0:00,0.735103926,0.60704388,0.015485734,0.020734259,0,0.164549627,0.171580749
AMZN,12/31/2008 0:00,0.440543735,0.315839243,0.029735232,0.221556886,0,0.187247013,0.241392216
AMZN,12/31/2007 0:00,0.376755448,0.144915254,0.012441088,1.122807018,0,0.185908674,0.397660819
AMZN,12/31/2006 0:00,0.242668269,0.051802885,0.011574525,2.939675174,0,0.115458036,0.440835267
AMZN,12/31/2005 0:00,0.242718447,0.029854369,0.017142151,6.182926829,0,0.19021627,1.353658537
AMZN,12/31/2004 0:00,0.219153122,-0.027986751,0.032730886,-8.176100629,0,0.44665584,-2.589887814
AMZN,12/31/2003 0:00,0.176346026,-0.130993934,0.001695426,-1.881712024,0,0.296202279,-0.034052468
AMZN,12/31/2002 0:00,0.171920748,-0.178771973,-0.020977639,-1.693228337,0,0.068376396,0.110830462
AMZN,12/31/2001 0:00,0.136814237,-0.197687604,-0.141280761,-1.507725694,0,-0.563866644,0.386634722
AMZN,12/31/2000 0:00,0.156826259,-0.137834915,-0.258451423,-2.216633532,0,-0.734098692,1.459055612
AMZN,12/31/1999 0:00,0.108061441,0.040746068,-0.028916028,5.560579545,0,-0.346752432,-2.703820819
AMZN,12/31/1998 0:00,0.063008699,0.02340945,-0.007840953,2.514137446,0,-0.229629037,-0.897661177
AMZN,12/31/1997 0:00,0.021130664,0.005484735,-0.021158114,2.743859649,0,0,-0.968421053
AMZN,12/31/1996 0:00,0.001603448,0.00087931,-0.015319097,0,0,0,-1.705882353
META,12/31/2022 0:00,15.16114626,46.78563454,0.071748085,0.211521481,0,0.137896386,0.184547342
META,12/31/2021 0:00,17.05079929,44.36198934,0.041581063,0.111091537,0,0.255055688,0.315265177
META,12/31/2020 0:00,21.73062083,44.99824623,0.037425244,0.083046223,0,0.191840024,0.227188401
META,12/31/2019 0:00,19.22039228,35.40784836,0.031556027,0.1021632,0,0.146831013,0.182922002
META,12/31/2018 0:00,14.22629746,29.10968835,0.058366092,0.005943395,0,0.256672142,0.262840705
META,12/31/2017 0:00,14.37814535,25.62805909,0.031126537,0,0,0.210250249,0.21431934
META,12/31/2016 0:00,10.28606349,20.67551503,0.031018116,0,0,0.171347218,0.172601953
META,12/31/2015 0:00,6.5765251,15.77524069,0.012571499,0.007123796,0,0.083016952,0.083404948
META,12/31/2014 0:00,4.284238682,13.80872216,0.014415702,0.006455009,0,0.081787029,0.081449468
META,12/31/2013 0:00,4.730991698,6.392561933,0.011341898,0.030769231,0,0.092999215,0.096961862
META,12/31/2012 0:00,4.798604149,5.859920193,0.000992515,0.200425351,0,0.003856528,0.00450872
META,12/31/2011 0:00,1.61487602,2.024380149,0.010808871,0.138191468,0,0.165678586,0.20412329
META,12/31/2010 0:00,0.7376033,0.893388423,0.006550176,0.218778908,0,0.217084875,0.280296022
MSFT,6/30/2022 0:00,13.97505336,22.21744931,0.037782094,0.367895186,0.009419812,0.302751211,0.436754693
MSFT,6/30/2021 0:00,17.26964357,18.81383331,0.029968956,0.47732907,0.008080774,0.274617961,0.431522382
MSFT,6/30/2020 0:00,17.94047306,15.54586071,0.028592163,0.600131864,0.009773934,0.224481076,0.374298418
MSFT,6/30/2019 0:00,17.44024501,13.3363743,0.037691894,0.765816476,0.013266125,0.206466159,0.383465259
MSFT,6/30/2018 0:00,17.37246753,10.7425974,0.021824135,0.988998767,0.016724681,0.093640444,0.200331246
MSFT,6/30/2017 0:00,17.16769946,9.345985025,0.039712939,1.190623532,0.022184482,0.128951429,0.292897201
MSFT,6/30/2016 0:00,14.28895899,9.084794953,0.041423128,0.745683848,0.027140311,0.136569178,0.233315277
MSFT,6/30/2015 0:00,11.8045738,9.793689617,0.033774262,0.440692781,0.027372858,0.103705692,0.152254536
MSFT,6/30/2014 0:00,10.32762983,10.81865285,0.063785097,0.252216431,0.025656785,0.195906742,0.245856723
MSFT,6/30/2013 0:00,9.196656716,9.426149254,0.075975188,0.197608431,0.025906556,0.228784935,0.27694315
MSFT,6/30/2012 0:00,7.508337303,7.90412101,0.066105048,0.179979808,0.024860451,0.211905874,0.25583533
MSFT,6/30/2011 0:00,6.215783274,6.723557126,0.104874513,0.208836256,0.023466522,0.324612022,0.405549813
MSFT,6/30/2010 0:00,4.174287984,5.23941904,0.092510802,0.128619383,0.022575397,0.346811622,0.406280455
MSFT,6/30/2009 0:00,3.515595305,4.42235886,0.068520452,0.145255069,0.021013754,0.330376687,0.368294656
MSFT,6/30/2008 0:00,2.536663808,3.890008576,0.068901344,0,0.015646112,0.460217844,0.487267817
MSFT,6/30/2007 0:00,2.403099979,3.19205502,0.048990455,0,0.013253372,0.416810213,0.452294434
MSFT,6/30/2006 0:00,3.272753401,3.842115348,0.051803948,0,0.014576157,0.283365112,0.314158189
MSFT,6/30/2005 0:00,3.482885875,4.439062644,0.045513168,0,0.134125309,0.223022445,0.254681492
MSFT,6/30/2004 0:00,5.608812367,6.926316764,0.026473609,0,0.005603926,0.080859616,0.109161377
MSFT,6/30/2003 0:00,4.574093071,5.690571668,0.036346415,0,0.00311707,0.146984581,0.163765978
MSFT,6/30/2002 0:00,3.574916759,4.826119127,0.027501058,0,0,0.155212064,0.150038329
MSFT,6/30/2001 0:00,2.958247519,4.426979966,0.018841067,0,0,0.166035173,0.15534268
MSFT,6/30/2000 0:00,2.293120062,3.986124494,0.022694643,0,3.13E-05,0.175951308,0.227736415
MSFT,6/30/1999 0:00,1.714001591,2.827963405,0.017167893,0,6.17E-05,0.231208955,0.273753429
MSFT,6/30/1998 0:00,0.394634046,1.709189967,0.017035452,0,0.000106234,0.263326732,0.270042702
MSFT,6/30/1997 0:00,0.35308689,1.026772104,0.020831826,0,9.05E-05,0.309399969,0.320497355
MSFT,6/30/1996 0:00,0.254003906,0.674609375,0.028040369,0,0,0.289442712,0.317747539
MSFT,6/30/1995 0:00,0.195574163,0.531598884,0.025641872,0,0,0.2562355,0.272454528
MSFT,6/30/1994 0:00,0.151331967,0.455942623,0.036391055,0,0,0.258126297,0.25752809
MSFT,6/30/1993 0:00,0.106295908,0.340188877,0.036363636,0,0,0.278218035,0.293954349
MSFT,6/30/1992 0:00,0.0894111,0.247761616,0.036571429,0,0,0.308844188,0.322891017
MSFT,6/30/1991 0:00,0.049591528,0.160566242,0.036987745,0,0,0.331913262,0.342537755
MSFT,6/30/1990 0:00,0.030875716,0.115154011,0.033157881,0,0,0.291060678,0.303940779
MSFT,6/30/1989 0:00,0.028211144,0.082375367,0.067924446,0,0,0.293082073,0.303488786
MSFT,6/30/1988 0:00,0.029572236,0.060613398,0.042985054,0,0,0.336605955,0.329960053
MSFT,6/30/1987 0:00,0.018428373,0.03325452,0.028235268,0.008364701,0,0.31172714,0.300711
MSFT,6/30/1986 0:00,0.013987252,0.018971998,0.050130403,0.013639627,0,0.256821401,0.28212491
NFLX,12/31/2022 0:00,13.62374465,46.72249707,0.034254837,0.690802281,0,0.136824872,0.216192776
NFLX,12/31/2021 0:00,13.60202187,35.76456996,0.019163747,0.971206647,0,0.173698255,0.322805726
NFLX,12/31/2020 0:00,18.6099809,25.09568586,0.011582073,1.473892387,0,0.144574596,0.249555816
NFLX,12/31/2019 0:00,11.46287908,17.3188084,0.013178979,2.057765752,0,0.101688964,0.24622492
NFLX,12/31/2018 0:00,8.715456137,12.0327925,0.010394054,1.977576394,0,0.101630157,0.231207546
NFLX,12/31/2017 0:00,6.535987589,8.293772648,0.00674183,1.814492417,0,0.09580827,0.156040164
NFLX,12/31/2016 0:00,4.043127451,6.24921296,0.003516377,1.255433614,0,0.045028582,0.069661169
NFLX,12/31/2015 0:00,5.425627335,5.220670175,0.002517614,1.066535158,0,0.057531822,0.055158571
NFLX,12/31/2014 0:00,3.824780167,4.417371703,0.012999852,0.484467957,0,0.111500573,0.143617296
NFLX,12/31/2013 0:00,2.946603467,3.273458096,0.005245919,0.37493598,0,0.081826474,0.084287858
NFLX,12/31/2012 0:00,1.924826385,1.916065221,0.003336528,0.53714852,0,0.024576435,0.023032929
NFLX,12/31/2011 0:00,2.156659791,1.737657767,0.061753041,0.622267855,0,0.226319258,0.351777353
NFLX,12/31/2010 0:00,0.952907646,0.789126007,0.01742843,0.806864394,0,0.304078769,0.554352022
NFLX,12/31/2009 0:00,0.808855324,0.502987977,0.037183593,1.187950367,0,0.244264757,0.581792983
NFLX,12/31/2008 0:00,0.696630398,0.813529493,0.045565498,0.112745027,0,0.180813334,0.239161182
NFLX,12/31/2007 0:00,0.820267841,0.917400731,0.037495872,0,0,0.127077773,0.155431585
NFLX,12/31/2006 0:00,0.914142348,0.945603017,0.030330342,0,0,0.095031592,0.118495163
NFLX,12/31/2005 0:00,0.566475223,0.60382817,0.029014907,0,0,0.066612583,0.185753054
NFLX,12/31/2004 0:00,0.479399092,0.429448004,0.033689461,0.000435108,0,0.122756691,0.138178817
NFLX,12/31/2003 0:00,0.202078014,0.168471339,0.002491712,0.004081343,0,0,0.05777762
NFLX,12/31/2002 0:00,0.524798914,0.452600442,-0.141353826,0.018924303,0,0,-0.245613053
NFLX,12/31/2001 0:00,,,-0.631312854,0,0,,0
NFLX,12/31/2000 0:00,,,-1.230215083,0,,,0
NVDA,1/29/2023 0:00,5.346200241,8.886610374,0.009165708,0.536401068,0.000835154,0.173711421,0.197638116
NVDA,1/30/2022 0:00,8.496794872,10.66185897,0.015956266,0.439162784,0.000652846,0.252307858,0.366451225
NVDA,1/31/2021 0:00,4.684359806,6.844813614,0.013260311,0.449712899,0.0012091,0.17723499,0.256437578
NVDA,1/26/2020 0:00,4.473316913,5.009852217,0.019113793,0.216568338,0.002666087,0.173887892,0.229105211
NVDA,1/27/2019 0:00,3.051809211,3.841282895,0.049350448,0.212802398,0.0044214,0.356859186,0.443266966
NVDA,1/28/2018 0:00,2.966611018,3.118113523,0.020606892,0.26770178,0.002306186,0.323128213,0.407843662
NVDA,1/29/2017 0:00,3.141404806,2.662661738,0.027990206,0.488719195,0.00438502,0.197036542,0.289135717
NVDA,1/31/2016 0:00,2.319060773,2.057550645,0.038592323,0.337883195,0.013387891,0.103073221,0.137390915
NVDA,1/25/2015 0:00,2.092694168,1.999741997,0.055382927,0.316530941,0.016375627,0.108748278,0.142731908
NVDA,1/26/2014 0:00,1.986675296,1.895071892,0.048409994,0.308292706,0.019951532,0.073172227,0.098732205
NVDA,1/27/2013 0:00,1.504819368,1.948779233,0.072030648,0.003935205,0.006001017,0.113202668,0.116522495
NVDA,1/29/2012 0:00,1.296113948,1.716951657,0.06504282,0.005171352,0,0.135574125,0.140166109
NVDA,1/30/2011 0:00,1.08252025,1.38281868,0.0183996,0.007351652,0,0.0739564,0.079569079
NVDA,1/31/2010 0:00,0.786166649,1.212366306,-0.007465814,0.009174002,0,-0.030118637,-0.025509729
NVDA,1/31/2009 0:00,0.572582764,1.092199604,-0.00689393,0.010704687,0,-0.020215661,-0.012545038
NVDA,1/31/2008 0:00,0.822328525,1.189726381,0.058966202,0,0,0.282716699,0.304687476
NVDA,1/28/2007 0:00,0.528942599,0.949630944,0.042222386,0,0,0.20476549,0.223643306
NVDA,1/29/2006 0:00,0.46685578,0.71624967,0.039012239,0,0,0.195973688,0.207569717
NVDA,1/30/2005 0:00,0.336410509,0.591574801,0.026380047,0.00072649,0,0.077069418,0.085172473
NVDA,1/31/2004 0:00,0.312955713,0.544620748,0.020794203,0.004633818,0,0.073242072,0.07079534
NVDA,1/26/2003 0:00,0.558545099,0.506555005,0.05905889,0.332969153,0,0.069573363,0.097352059
NVDA,1/27/2002 0:00,0.461137817,0.445397336,0.018204436,0.40052356,0,0.158142162,0.231575916
NVDA,1/28/2001 0:00,0.428974107,0.25903926,0.02989556,0.737100737,0,0.125317103,0.245545455
NVDA,1/30/2000 0:00,0.043261666,0.087221102,0.034430497,0.008,0,0.292696153,0.3048
NVDA,1/31/1999 0:00,0.071947591,0.091829729,0.014528858,0.130841121,0,-0.028864402,0.063862928
TSLA,12/31/2022 0:00,8.983067093,14.28242812,0.032636206,0.069322656,0,0.243257064,0.281473694
TSLA,12/31/2021 0:00,5.986139283,10.20588235,0.005296621,0.226373845,0,0.146720203,0.182814933
TSLA,12/31/2020 0:00,6.925330475,7.940335834,0.001048011,0.528188976,0,0.040285955,0.031046119
TSLA,12/31/2019 0:00,2.355505449,2.487034949,-0.010443079,2.027651859,0,0.008588274,-0.117104866
TSLA,12/31/2018 0:00,1.440890583,1.924739481,-0.017199597,2.808569677,0,-0.009948574,-0.198261796
TSLA,12/31/2017 0:00,1.35455061,1.704188033,-0.03800512,2.859394861,0,-0.091185122,-0.46289544
TSLA,12/31/2016 0:00,1.56862397,2.197187012,-0.021900944,1.806916856,0,-0.038317369,-0.142000134
TSLA,12/31/2015 0:00,0.622407347,0.566264697,-0.028880989,2.493779294,0,-0.1895393,-0.816077778
TSLA,12/31/2014 0:00,1.019864123,0.487912041,-0.01061278,2.752091125,0,-0.054803738,-0.322514835
TSLA,12/31/2013 0:00,0.472216779,0.372419145,-0.004120042,0.909698405,0,-0.030810646,-0.110945557
TSLA,12/31/2012 0:00,0.125379215,0.077442112,-0.10897215,3.742309543,0,-0.651182085,-3.177329591
TSLA,12/31/2011 0:00,0.186160845,0.148784836,-0.088734469,1.250409516,0,-0.495920629,-1.135535272
TSLA,12/31/2010 0:00,0.130864003,0.272154222,-0.114265996,0.350657818,0,-0.524212407,-0.745373054
TSLA,12/31/2009 0:00,0.059744751,-0.217540159,-0.030029981,-0.004299413,0,0.206575153,0.219861709
TSLA,12/31/2008 0:00,0.004536541,-0.097662046,-0.025416705,-0.279184233,0,0.550670472,0.414502739
TSLA,12/31/2007 0:00,0.008416343,-0.057627815,-0.023996683,-0.000831594,0,0.680371085,0.663213007
